GCA_900327555.1,Cowpox virus
GCA_027935515.1,Macaca arctoides gammaherpesvirus 1
GCA_003722395.1,Mycobacterium phage Chewbacca
GCA_003722435.1,Mycobacterium phage Reptar3000
GCA_003722455.1,Mycobacterium phage Riparian
GCA_024749995.1,Sclerotinia sclerotiorum negative-stranded RNA virus 9
GCA_021461795.1,Sowthistle yellow vein virus
GCA_023122895.1,Peach chlorotic leaf spot virus
GCA_004134405.1,Psammotettix alienus iflavirus 1
GCA_023120465.1,Fusarium boothii mitovirus 1
GCA_031175375.1,Fusarium boothii large flexivirus 1
GCA_031175385.1,Phellodendron yellow ringspot associated virus
GCA_004367795.1,Pseudomonas phage SaPL
GCA_004133405.1,Blechmonas luni narnavirus 1
GCA_004133445.1,Blechomonas wendygibsoni narnavirus 1
GCA_004133425.1,Blechomonas maslovi narnavirus 1
GCA_004117795.1,Wheat stripe mosaic virus
GCA_013088215.1,Cytorhabdovirus caricae
GCA_004134605.1,Macaca mulatta papillomavirus 7
GCA_004134565.1,Macaca mulatta papillomavirus 5
GCA_004134585.1,Macaca mulatta papillomavirus 6
GCA_003866255.1,Streptococcus phage CHPC1005
GCA_003866835.1,Streptococcus phage CHPC1008
GCA_003866275.1,Streptococcus phage CHPC1014
GCA_003866295.1,Streptococcus phage CHPC1027
GCA_003866315.1,Streptococcus phage CHPC1029
GCA_003866855.1,Streptococcus phage CHPC1033
GCA_003933115.1,Streptococcus phage CHPC1034
GCA_003866335.1,Streptococcus phage CHPC1036
GCA_003933135.1,Streptococcus phage CHPC1037
GCA_003866355.1,Streptococcus phage CHPC1040
GCA_003866375.1,Streptococcus phage CHPC1041
GCA_003866395.1,Streptococcus phage CHPC1042
GCA_003866875.1,Streptococcus phage CHPC1045
GCA_003866415.1,Streptococcus phage CHPC1046
GCA_003866435.1,Streptococcus phage CHPC1048
GCA_003866455.1,Streptococcus phage CHPC1057
GCA_003866495.1,Streptococcus phage CHPC1062
GCA_003866515.1,Streptococcus phage CHPC1067
GCA_003866535.1,Streptococcus phage CHPC1073
GCA_003866555.1,Streptococcus phage CHPC1083
GCA_003866575.1,Streptococcus phage CHPC1084
GCA_003866595.1,Streptococcus phage CHPC1091
GCA_003866895.1,Streptococcus phage CHPC1109
GCA_003866615.1,Streptococcus phage CHPC1148
GCA_003866915.1,Streptococcus phage CHPC1152
GCA_003866635.1,Streptococcus phage CHPC1156
GCA_003866655.1,Streptococcus phage CHPC1230
GCA_003866675.1,Streptococcus phage CHPC1246
GCA_003866695.1,Streptococcus phage CHPC1247
GCA_003866715.1,Streptococcus phage CHPC1248
GCA_003865895.1,Streptococcus phage CHPC572
GCA_003866735.1,Streptococcus phage CHPC595
GCA_003865915.1,Streptococcus phage CHPC640
GCA_003865775.1,Streptococcus phage CHPC642
GCA_003865935.1,Streptococcus phage CHPC663
GCA_003865955.1,Streptococcus phage CHPC676
GCA_003865975.1,Streptococcus phage CHPC869
GCA_003865995.1,Streptococcus phage CHPC873
GCA_003866025.1,Streptococcus phage CHPC875
GCA_003866055.1,Streptococcus phage CHPC877
GCA_003866755.1,Streptococcus phage CHPC879
GCA_003866075.1,Streptococcus phage CHPC919
GCA_003866095.1,Streptococcus phage CHPC925
GCA_003866115.1,Streptococcus phage CHPC927
GCA_003866135.1,Streptococcus phage CHPC928
GCA_003866155.1,Streptococcus phage CHPC929
GCA_003866775.1,Streptococcus phage CHPC930
GCA_003866175.1,Streptococcus phage CHPC931
GCA_003933155.1,Streptococcus phage CHPC933
GCA_003866195.1,Streptococcus phage CHPC950
GCA_003866215.1,Streptococcus phage CHPC951
GCA_003866795.1,Streptococcus phage CHPC952
GCA_003866235.1,Streptococcus phage CHPC954
GCA_003866815.1,Streptococcus phage CHPC979
GCA_003933095.1,Streptococcus phage CHPC982
GCA_028419925.1,Escherichia phage KIT01
GCA_004117775.1,Zea mays chrysovirus 1
GCA_003958865.1,Pseudomonas phage vB_PaeS_SCUT-S3
GCA_003613635.1,Dickeya phage vB_DsoM_JA11
GCA_003668435.1,Streptococcus phage LF1
GCA_003668455.2,Streptococcus phage LF2
GCA_003668475.1,Streptococcus phage LF3
GCA_003668495.1,Streptococcus phage LF4
GCA_003691875.1,Lactobacillus phage LR1
GCA_003691895.1,Lactobacillus phage LR2
GCA_004322875.1,Klebsiella phage GH-K3
GCA_003723075.1,Arthrobacter phage Hestia
GCA_003723095.1,Arthrobacter phage Isolde
GCA_003723175.1,Arthrobacter phage Seahorse
GCA_003723115.1,Mycobacterium phage LeMond
GCA_003723135.1,Mycobacterium phage Oscar
GCA_003723155.1,Mycobacterium phage Sauce
GCA_003723195.1,Mycobacterium phage Scarlett
GCA_003862115.1,Staphylococcus phage 812h1
GCA_003718835.1,Bacillus phage vB_BboS-125
GCA_003718815.1,Bacillus phage vB_BcoS-136
GCA_003718915.1,Bacillus phage vB_BpsM-61
GCA_004011255.1,Bacillus phage vB_BpsS-140
GCA_003718895.1,Bacillus phage vB_BpsS-36
GCA_003718875.1,Exiguobacterium phage vB_EalM-132
GCA_003718855.1,Exiguobacterium phage vB_EalM-137
GCA_003718955.1,Acinetobacter phage vB_AbaM_IME284
GCA_003718935.1,Acinetobacter phage vB_AbaM_IME285
GCA_003718975.1,Acinetobacter phage vB_AbaM_IME512
GCA_003925045.1,Streptococcus phage SW1
GCA_003925185.1,Streptococcus phage SW10
GCA_003925205.1,Streptococcus phage SW11
GCA_003925525.1,Streptococcus phage SW1151
GCA_003925225.1,Streptococcus phage SW12
GCA_003925245.1,Streptococcus phage SW13
GCA_003925265.1,Streptococcus phage SW14
GCA_003925285.1,Streptococcus phage SW15
GCA_003925005.1,Streptococcus phage SW16
GCA_003925305.1,Streptococcus phage SW17
GCA_003925325.1,Streptococcus phage SW18
GCA_003925345.1,Streptococcus phage SW19
GCA_003925065.1,Streptococcus phage SW2
GCA_003925365.1,Streptococcus phage SW20
GCA_003925125.1,Streptococcus phage SW21
GCA_003925385.1,Streptococcus phage SW22
GCA_003925405.1,Streptococcus phage SW23
GCA_003925425.1,Streptococcus phage SW25
GCA_003925445.1,Streptococcus phage SW26
GCA_003925465.1,Streptococcus phage SW27
GCA_003925485.1,Streptococcus phage SW28
GCA_003925085.1,Streptococcus phage SW3
GCA_003925505.1,Streptococcus phage SW30
GCA_003925665.1,Streptococcus phage SW31
GCA_003925685.1,Streptococcus phage SW32
GCA_003925705.1,Streptococcus phage SW33
GCA_003925105.1,Streptococcus phage SW4
GCA_003925025.1,Streptococcus phage SW6
GCA_003925145.1,Streptococcus phage SW8
GCA_003925165.1,Streptococcus phage SW9
GCA_003925545.1,Streptococcus phage SWK1
GCA_003925565.1,Streptococcus phage SWK2
GCA_003925585.1,Streptococcus phage SWK3
GCA_003925605.1,Streptococcus phage SWK4
GCA_003925625.1,Streptococcus phage SWK5
GCA_003925645.1,Streptococcus phage SWK6
GCA_004134705.1,Snake deltavirus F18-5
GCA_023122875.1,Bat alphacoronavirus
GCA_003719015.1,Klebsiella phage Pylas
GCA_003719035.1,Shigella phage phi2457T
GCA_003723435.1,Citrobacter phage Maleficent
GCA_004146885.1,Aeromonas phage AsFcp_2
GCA_004146925.1,Aeromonas phage AsFcp_4
GCA_004146905.1,Aeromonas phage Assk
GCA_004146865.1,Aeromonas phage Asswx_1
GCA_004146945.1,Aeromonas phage Aswh_1
GCA_004146545.1,Escherichia phage EcSzw-2
GCA_004146605.1,Escherichia phage EcSzw_1
GCA_004146565.1,Escherichia phage EcWhh-1
GCA_004146585.1,Escherichia phage Ecwhy_1
GCA_004147165.1,Enterococcus phage EfsSzw-1
GCA_004147185.1,Enterococcus phage EfsWh-1
GCA_004146485.2,Pseudomonas phage PaZq-1
GCA_004146445.2,Pseudomonas phage PaGz-1
GCA_004146505.1,Pseudomonas phage PaSz-4
GCA_004146525.1,Pseudomonas phage PaSzW-1
GCA_004146465.1,Pseudomonas phage PaTs-2
GCA_004146765.1,Salmonella phage SeSz-1
GCA_004146805.1,Salmonella phage SeSz-2
GCA_004146705.1,Salmonella phage SeWh-1
GCA_004146725.1,Salmonella phage SeZq-1
GCA_004146745.1,Salmonella phage Segz_1
GCA_900604455.1,Escherichia virus vB_Eco_mar005P1
GCA_900604425.1,Escherichia phage vB_Eco_mar001J1
GCA_900604395.1,Escherichia phage vB_Eco_mar003J3
GCA_900604445.1,Escherichia phage vB_Eco_mar004NP2
GCA_004340605.1,Vibrio phage vB_VpaS_OWB
GCA_027936605.1,Murid herpesvirus 3
GCA_004134645.1,Brassica napus RNA virus 1
GCA_004134665.1,Salvia divinorum RNA virus 1
GCA_004134685.1,Salvia hispanica RNA virus 1
GCA_003718775.1,Serratia phage vB_SmaA_3M
GCA_004117515.1,Tea plant necrotic ring blotch virus
GCA_004117535.1,Tea plant line pattern virus
GCA_003718995.1,Edwardsiella phage Edno5
GCA_003691915.1,Arthrobacter phage Adaia
GCA_003692515.1,Arthrobacter phage Andrew
GCA_003691955.1,Arthrobacter phage Atraxa
GCA_003691755.1,Arthrobacter phage Auxilium
GCA_003692035.1,Arthrobacter phage Bridgette
GCA_003692075.1,Arthrobacter phage Constance
GCA_003692535.1,Arthrobacter phage Coral
GCA_003692095.1,Arthrobacter phage Corgi
GCA_003692115.1,Arthrobacter phage Cote
GCA_003692135.1,Arthrobacter phage Daob
GCA_003692155.1,Arthrobacter phage DrManhattan
GCA_003692175.1,Arthrobacter phage Eileen
GCA_003692195.1,Arthrobacter phage Faja
GCA_003692235.1,Arthrobacter phage Judy
GCA_003692555.1,Arthrobacter phage Kepler
GCA_003692295.1,Arthrobacter phage Lunar
GCA_003692315.1,Arthrobacter phage Maureen
GCA_003692335.1,Arthrobacter phage Melons
GCA_003692355.1,Arthrobacter phage Nandita
GCA_003691775.1,Arthrobacter phage Noely
GCA_003692375.1,Arthrobacter phage Peas
GCA_003692395.1,Arthrobacter phage Polka
GCA_003692575.1,Arthrobacter phage Richie
GCA_003692435.1,Arthrobacter phage Ryan
GCA_003692455.1,Arthrobacter phage Sputnik
GCA_003692475.1,Arthrobacter phage Yang
GCA_003691935.1,Microbacterium phage Armstrong
GCA_003691975.1,Microbacterium phage Bernstein
GCA_003692495.1,Microbacterium phage Brahms
GCA_003692055.1,Microbacterium phage Coltrane
GCA_003692415.1,Microbacterium phage Rollins
GCA_003691995.1,Mycobacterium phage BigCheese
GCA_003692015.1,Mycobacterium phage BoostSeason
GCA_003692215.1,Mycobacterium phage Fowlmouth
GCA_003692255.1,Mycobacterium phage KandZ
GCA_003692275.1,Mycobacterium phage Lizziana
GCA_031087865.1,Spine gourd mosaic alphasatellite
GCA_005235055.1,Chrysochromulina parva virophage Curly
GCA_005235095.1,Chrysochromulina parva virophage Moe
GCA_005235125.1,Chrysochromulina parva virophage Larry
GCA_031175415.1,Panicum distortion mosaic virus
GCA_008801235.1,Clostridium phage CPD2
GCA_008801075.1,Clostridium phage CPD1
GCA_003719075.1,Salmonella phage vB_SenS_phi135
GCA_003719095.1,Escherichia phage vB_EcoM_DalCa
GCA_003991665.1,Aeromonas phage ZPAH7
GCA_003668335.1,Salmonella phage PS5
GCA_004132705.1,Rhizoctonia mitovirus 1
GCA_031088405.1,Grifola frondosa partitivirus 1
GCA_031175425.1,Feline alphacoronavirus 1
GCA_031175435.1,Aselliscus stoliczkanus polyomavirus 1
GCA_031175445.1,Hipposideros larvatus polyomavirus 1
GCA_031175455.1,Miniopterus schreibersi polyomavirus 3
GCA_031175465.1,Miniopterus schreibersi polyomavirus 4
GCA_031175475.1,Myotis davidii polyomavirus 1
GCA_031175485.1,Myotis horsfieldii polyomavirus 1
GCA_031175495.1,Myotis horsfieldii polyomavirus 2
GCA_031175505.1,Myotis horsfieldii polyomavirus 3
GCA_031175515.1,Pipistrellus pipistrellus polyomavirus 1
GCA_031175525.1,Rhinolophus affinis polyomavirus 1
GCA_031175535.1,Rhinolophus affinis polyomavirus 2
GCA_031175545.1,Rhinolophus affinis polyomavirus 3
GCA_031175555.1,Rhinolophus affinis polyomavirus 4
GCA_031175565.1,Rhinolophus affinis polyomavirus 5
GCA_031175575.1,Rhinolophus ferrumequinum polyomavirus 1
GCA_031175585.1,Rhinolophus ferrumequinum polyomavirus 2
GCA_031175595.1,Rhinolophus ferrumequinum polyomavirus 3
GCA_031175605.1,Rhinolophus pearsonii polyomavirus 1
GCA_031176075.1,Rhinolophus pearsonii polyomavirus 2
GCA_031176105.1,Rhinolophus sinicus polyomavirus 1
GCA_031176155.1,Rhinolophus sinicus polyomavirus 2
GCA_031176205.1,Rhinolophus sp. CN 2016 polyomavirus 1
GCA_031176235.1,Rhinolophus thomasi polyomavirus 1
GCA_031176245.1,Rhinolophus thomasi polyomavirus 2
GCA_031176275.1,Rousettus leschenaultii polyomavirus 1
GCA_031176325.1,Rousettus leschenaultii polyomavirus 2
GCA_031176375.1,Scotophilus kuhlii polyomavirus 1
GCA_031176405.1,Scotophilus kuhlii polyomavirus 2
GCA_031176475.1,Scotophilus kuhlii polyomavirus 3
GCA_031176485.1,Taphozous melanopogon polyomavirus 1
GCA_013087005.1,Dante Muikkunen virus 1
GCA_018594945.1,Old schoolhouse virus 2
GCA_013087015.1,Old schoolhouse virus 1
GCA_013087025.1,Veterinary Pathology Zurich virus 1
GCA_031580175.1,Haartman Institute snake virus 2
GCA_018861185.1,Veterinary Pathology Zurich virus 2
GCA_031176495.1,Chapparvovirus sp.
GCA_031176525.1,Aphis gossypii virus
GCA_031176595.1,Pyrrhocoris apterus virus 1
GCA_018584215.1,Trifolium pratense virus A
GCA_018584205.1,Trifolium pratense virus B
GCA_004788195.1,Dioscorea bacilliform AL virus 2
GCA_003723015.1,Escherichia phage MLF4
GCA_003723055.1,Escherichia phage OLB145
GCA_003723035.1,Escherichia phage OLB35
GCA_006415415.1,Human adenovirus 86
GCA_004147965.1,Mycobacterium phage Bipolarisk
GCA_031678435.1,Hop yellow virus
GCA_006452235.1,Orthopoxvirus Abatino
GCA_004132945.1,Ying Kou virus
GCA_004117735.1,Melon chlorotic spot virus
GCA_004146785.1,Salmonella phage Seszw_1
GCA_003691835.1,Escherichia phage p000v
GCA_003691855.1,Escherichia phage p000y
GCA_004132265.1,Cragig virus 1
GCA_004132285.1,Elicom virus 1
GCA_004132305.1,Halhan virus 2
GCA_004132325.1,Halhan virus 3
GCA_004132345.1,Mizyes virus 1
GCA_004132365.1,Rudphi virus 5
GCA_004132965.1,Ecklonia radiata-associated virus 1
GCA_004132985.1,Ecklonia radiata-associated virus 3
GCA_004133005.1,Ecklonia radiata-associated virus 5
GCA_004133025.1,Ecklonia radiata-associated virus 7
GCA_004133045.1,Ecklonia radiata-associated virus 8
GCA_003691795.1,Salmonella phage STG2
GCA_031176655.1,Beet leaf yellowing virus
GCA_013088225.1,Taiyuan leafhopper virus
GCA_031176685.1,Chinese rice-field eel rhabdovirus
GCA_031551615.1,Pseudodiaptomus annandalei nervous necrosis virus
GCA_003718755.1,CrAssphage sp. O-152
GCA_000926375.1,Pneumovirus dog/Bari/100-12/ITA/2012
GCA_031176715.1,Swine pneumovirus 57
GCA_018595285.1,Perilla mosaic virus
GCA_004117555.1,Bipolaris maydis partitivirus 2
GCA_003861755.1,Escherichia phage vB_EcoM_Sa157lw
GCA_004367775.1,Pseudomonas phage RLP
GCA_003991785.1,Enterobacter phage EcpYZU01
GCA_008801095.1,Clostridium phage CPD4
GCA_008801115.1,Clostridium phage CPD7
GCA_003865635.1,Bacillus phage AP631
GCA_003865475.1,Proteus phage Mydo
GCA_003865495.1,Pseudomonas phage Dobby
GCA_003865515.2,Salmonella phage Seafire
GCA_004338005.1,Mycobacterium phage CRB2
GCA_003865555.2,Microcystis phage Me-ZS1
GCA_009176165.1,Rothia phage Spartoi
GCA_004150045.1,Meiothermus phage MMP17
GCA_003722955.1,Corynebacterium phage PeteyPab
GCA_003723335.1,Gordonia phage Affeca
GCA_003723475.1,Gordonia phage Ailee
GCA_003723355.1,Gordonia phage Bibwit
GCA_003722815.1,Gordonia phage Bizzy
GCA_003722835.1,Gordonia phage Fosterous
GCA_003722855.1,Gordonia phage Gaea
GCA_003722875.1,Gordonia phage Geodirt
GCA_003722895.1,Gordonia phage Kroos
GCA_003722915.1,Gordonia phage Nordenberg
GCA_003722935.1,Gordonia phage Octobien14
GCA_003722995.1,Gordonia phage Stultus
GCA_003723495.1,Gordonia phage Tangent
GCA_003722975.1,Mycobacterium phage Popcicle
GCA_003864235.1,Staphylococcus phage JBug18
GCA_003864175.1,Staphylococcus phage Pabna
GCA_003864195.1,Staphylococcus phage Pike
GCA_003864215.1,Staphylococcus phage Pontiff
GCA_003722415.1,Corynebacterium phage Cruella
GCA_003723395.1,Corynebacterium phage Kimchi1738
GCA_003722495.1,Corynebacterium phage Troy
GCA_003722475.1,Mycobacterium phage Schadenfreude
GCA_003722515.1,Mycobacterium phage Vorrps
GCA_005075185.1,Acinetobacter phage vB_AbaP_APK14
GCA_003865575.1,Meiothermus phage MMP7
GCA_003865595.1,Salmonella phage Astrid
GCA_003865615.1,Bacillus phage StevenHerd11
GCA_003719135.1,Phage PBKP05
GCA_003925765.1,Streptococcus phage SW24
GCA_003925725.1,Streptococcus phage SW5
GCA_003925745.1,Streptococcus phage SW7
GCA_031176745.1,Saccharomyces paradoxus virus L-A-66
GCA_031087875.1,Saccharomyces paradoxus L-A virus M66 satellite
GCA_003722575.1,Gordonia phage Bialota
GCA_003722615.1,Microbacterium phage Goodman
GCA_003722655.1,Microbacterium phage Johann
GCA_003722555.1,Mycobacterium phage BaboJay
GCA_003723415.1,Mycobacterium phage Filuzino
GCA_003722635.1,Mycobacterium phage IrishSherpFalk
GCA_003722675.1,Mycobacterium phage Manda
GCA_003722695.1,Mycobacterium phage Mangethe
GCA_003722735.1,Mycobacterium phage Nebkiss
GCA_003722755.1,Mycobacterium phage Pat3
GCA_003722775.1,Mycobacterium phage Prithvi
GCA_003722795.1,Mycobacterium phage Whouxphf
GCA_003722535.1,Arthrobacter phage Anjali
GCA_003722715.1,Arthrobacter phage Mendel
GCA_003718795.1,Marinobacter phage AS1
GCA_003865835.1,Streptococcus phage 109751
GCA_003865815.1,Streptococcus phage 33888
GCA_004146965.1,Vibrio phage ValLY_3
GCA_004146985.1,Vibrio phage ValSw4_1
GCA_004147005.1,Vibrio phage VpaJT_1
GCA_004147025.1,Vibrio phage VspDsh_1
GCA_004147045.1,Vibrio phage VspSw_1
GCA_003723235.1,Synechococcus phage S-B05
GCA_003723215.1,Synechococcus phage S-B43
GCA_003723255.1,Synechococcus phage S-E7
GCA_003723455.1,Synechococcus phage S-P4
GCA_031176775.1,Goji berry chlorosis virus
GCA_013087035.1,Citrus virus A
GCA_031176785.1,Apple hammerhead viroid
GCA_031176835.1,Watermelon green mottle mosaic virus
GCA_018584255.1,Genoa virus
GCA_021545555.1,Penicillium roseopurpureum chrysovirus 1
GCA_023156695.1,Penicillium roseopurpureum negative ssRNA virus 1
GCA_013086225.1,Aspergillus spelaeus tetramycovirus 1
GCA_013086215.1,Penicillium brevicompactum tetramycovirus 1
GCA_018583555.1,Penicillium citrinum ourmia-like virus 1
GCA_014884275.1,Bitter gourd yellow mosaic virus
GCA_031176905.1,Brugmansia latent virus
GCA_004141815.1,Termite gut associated microvirus 1
GCA_004141845.1,Termite gut associated microvirus 2
GCA_004036835.1,Bat associated circovirus
GCA_023120475.1,Feline paramyxovirus 163
GCA_018583585.1,Mauternbach virus
GCA_003865735.1,Pseudomonas phage Spike
GCA_031176915.1,Drosophila kikkawai virus 1
GCA_031176925.1,Trichoderma harzianum mycovirus 1
GCA_013088235.1,Yerba mate chlorosis-associated virus
GCA_006457375.3,Mandarin fish ranavirus
GCA_029884225.1,Bat pestivirus BtSk-PestV-1/GX2017
GCA_008767675.1,Enterovirus A121
GCA_008800895.1,Enterovirus B107
GCA_031176995.1,Sesame curly top virus
GCA_031578945.1,Rhizoctonia oryzae-sativae partitivirus 1
GCA_003814025.1,Barrevirus sp.
GCA_003814045.1,Dasosvirus sp.
GCA_003814065.1,Edafosvirus sp.
GCA_003814085.1,Faunusvirus sp.
GCA_003814105.1,Gaeavirus sp.
GCA_003814125.1,Harvfovirus sp.
GCA_003814145.1,Homavirus sp.
GCA_003814165.1,Hyperionvirus sp.
GCA_003814185.1,Satyrvirus sp.
GCA_003814205.1,Solivirus sp.
GCA_003814225.1,Solumvirus sp.
GCA_003814245.1,Sylvanvirus sp.
GCA_003814265.1,Terrestrivirus sp.
GCA_031177005.1,Rhinolophus affinis bocaparvovirus 1
GCA_031177035.1,Procambarus clarkii virus
GCA_031177045.1,Guinardia delicatula RNA virus 01
GCA_004355665.1,Lactococcus phage phiQ1
GCA_009667565.1,Klebsiella phage 13
GCA_009667725.1,Methanosarcina virus MetMV
GCA_031177055.1,Uxmal virus
GCA_031090945.1,Mayapan virus
GCA_003865855.1,Pseudomonas phage vB_PaeM_LCK69
GCA_003865875.1,Escherichia phage vB_EcoS_PNS1
GCA_003862135.1,Synechococcus phage S-H1
GCA_003865675.1,Escherichia phage Skarpretter
GCA_003865655.1,Vibrio phage P23
GCA_005734995.1,Acinetobacter phage TAC1
GCA_031177065.1,Myrmica scabrinodis virus 2
GCA_003958885.1,Pseudomonas phage vB_PaeS_SCUT-S4
GCA_031177095.1,Ek Balam virus
GCA_003867095.1,Arthrobacter phage Liebe
GCA_003866935.1,Gordonia phage Adora
GCA_003867035.1,Gordonia phage Eyes
GCA_003866955.1,Mycobacterium phage Beelzebub
GCA_003866975.1,Mycobacterium phage Centaur
GCA_003866995.1,Mycobacterium phage ExplosioNervosa
GCA_003867055.1,Mycobacterium phage Faze9
GCA_003867115.1,Mycobacterium phage Marley1013
GCA_003867135.1,Mycobacterium phage Rhynn
GCA_004015365.1,Streptomyces phage Gilson
GCA_031534525.1,Botrytis cinerea botybirnavirus 1
GCA_031177125.1,Sapovirus rat/S4-82
GCA_031578955.1,Trichoderma harzianum partitivirus 1
GCA_003865535.3,Pectobacterium phage Arno160
GCA_004006795.1,Enterococcus phage Nonaheksakonda
GCA_003865695.1,Salmonella phage Lumpael
GCA_003865755.1,Escherichia phage BRET
GCA_003865715.1,Klebsiella phage kpssk3
GCA_003868355.1,Arthrobacter phage Aledel
GCA_003868315.1,Arthrobacter phage Beethoven
GCA_003868295.1,Arthrobacter phage BigMack
GCA_003868245.1,Arthrobacter phage Bodacious
GCA_003868155.1,Arthrobacter phage CallieOMalley
GCA_003868095.1,Arthrobacter phage Carpal
GCA_003868375.1,Gordonia phage Maridalia
GCA_003868115.1,Mycobacterium phage Capricorn
GCA_003867995.1,Mycobacterium Phage Kalb97
