GCA_004327225.1,Pseudomonas sp. FRB 230
GCA_030323305.1,Paenibacillus sp. CC-CFT747
GCA_030323285.1,Paenibacillus sp. CC-CFT742
GCA_030323265.1,Rhizobium sp. CC-CFT758
GCA_022669095.1,Enterobacter sp. I4
GCA_022699445.1,Pseudomonas sp. I3-I5
GCA_022670835.1,Salmonella enterica subsp. enterica serovar Abeokuta
GCA_022678645.1,Saccharopolyspora soli
GCA_023895975.1,Microbulbifer okhotskensis
GCA_024677885.1,Veillonella sp. Ds1651
GCA_024764965.1,Scandinavium tedordense
GCA_024764955.1,Scandinavium manionii
GCA_024764835.1,Scandinavium hiltneri
GCA_025564085.1,Silvania confinis
GCA_025564065.1,Silvania hatchlandensis
GCA_025566025.1,Leclercia tamurae
GCA_022631375.1,Hymenobacter cyanobacteriorum
GCA_023015825.1,Flavobacteriaceae bacterium S0862
GCA_023015785.1,Flavobacteriaceae bacterium S0825
GCA_023015735.1,Gelidibacter sp. F63206
GCA_023016115.1,Alcanivorax sp. S6407
GCA_023016065.1,Marinobacter sp. S0848L
GCA_023015925.1,Mycolicibacterium sp. F2034L
GCA_022631395.1,Calidifontimicrobium sp. SYSU G02091
GCA_023016085.1,Aliiroseovarius sp. F47248L
GCA_023015625.1,Yoonia sp. F2084L
GCA_023015645.1,Pseudohalocynthiibacter sp. F2068
GCA_023015865.1,Arenibacter sp. F26102
GCA_023015905.1,Arenibacter sp. F20364
GCA_023016155.1,Aliiroseovarius sp. F20344
GCA_023015805.1,Cellulophaga sp. F20128
GCA_023015765.1,Ornithinimicrobium sp. F0845
GCA_023015685.1,Isoptericola sp. S6320L
GCA_023015615.1,Qipengyuania sp. S6317L1
GCA_023015965.1,Muricauda sp. F6463D
GCA_023015695.1,Jannaschia sp. S6380
GCA_023016025.1,Arenibacter sp. S6351L
GCA_023015985.1,Marivita sp. S6314
GCA_023015725.1,Loktanella sp. F6476L
GCA_023015885.1,Aliiroseovarius sp. S1123
GCA_023016045.1,Marinobacter sp. S6332
GCA_023015605.1,Rhodococcus sp. F64268
GCA_023016005.1,Erythrobacter sp. F6033
GCA_022758885.1,Sphingobium sp. BYY-5
GCA_030643805.1,Alkalihalobacillus sp. AL-G
GCA_020180945.1,Lacticaseibacillus kribbianus
GCA_023656375.1,Paenarthrobacter sp. TYUT067
GCA_027448105.1,Ferrimicrobium sp.
GCA_028570785.1,Chryseobacterium sp. B21-037
GCA_024519345.1,Frankia sp. ACN10a
GCA_024519435.1,Terrabacter sp. Ter38
GCA_024519495.1,Stenotrophomonas sp. Ste96
GCA_024519465.1,Stenotrophomonas sp. Ste86
GCA_024519515.1,Stenotrophomonas sp. Ste71
GCA_024519535.1,Stenotrophomonas sp. Ste60
GCA_024519545.1,Serratia sp. Ser99
GCA_024519595.1,Serratia sp. Ser83
GCA_024519615.1,Pseudomonas sp. Pse79
GCA_024519575.1,Pseudomonas sp. Pse55
GCA_024519715.1,Pseudomonas sp. Pse35
GCA_024519635.1,Pseudomonas sp. Pse1
GCA_024519655.1,Paenibacillus sp. Pae108
GCA_024519685.1,Paenibacillus sp. Pae15
GCA_024519675.1,Mesorhizobium sp. Mes31
GCA_024519725.1,Microvirga sp. Mcv34
GCA_024519755.1,Micromonospora sp. Mcm103
GCA_024519795.1,Micrococcus sp. Mcc89
GCA_024519775.1,Micrococcus sp. Mcc28
GCA_024519805.1,Microbacterium sp. Mcb102
GCA_024519835.1,Dietzia sp. Die43
GCA_024519855.1,Bradyrhizobium sp. Bra78
GCA_024519875.1,Bradyrhizobium sp. Bra64
GCA_024519925.1,Cytobacillus sp. Bac17
GCA_022637315.1,Paenibacillus sp. N3/727
GCA_022637555.1,Microbacterium sp. H1-D42
GCA_022637455.1,Lysobacter sp. S4-A87
GCA_022637415.1,Luteimonas sp. S4-F44
GCA_022637395.1,Shinella sp. H4-D48
GCA_022678625.1,Aliiroseovarius subalbicans
GCA_022678485.1,Aliiroseovarius sediminis
GCA_022655055.1,Vagococcus sp. CY52-2
GCA_022699605.1,Acinetobacter sp. LUNF3
GCA_022747945.1,Micromonospora sp. R77
GCA_022748185.1,Streptomyces sp. MMS20-AI2-20
GCA_023522835.1,Oceanobacillus saliphilus
GCA_022747965.1,Streptomyces sp. MMS21 TC-5
GCA_022669155.1,Kineococcus sp. TRM81007
GCA_023380205.1,Nicoliella spurrieriana
GCA_934924865.1,Tepidibacter sp. 8C15b
GCA_022604695.1,Vagococcus sp. CY53-2
GCA_030268125.1,Bacillus sp. YKCMOAS1
GCA_023213175.1,Sulfurovum sp. XGS-02
GCA_022690805.1,Anaeromyxobacter sp. SG66
GCA_022690745.1,Anaeromyxobacter sp. SG64
GCA_022690765.1,Anaeromyxobacter sp. SG63
GCA_022690725.1,Anaeromyxobacter sp. SG26
GCA_022690685.1,Anaeromyxobacter sp. SG22
GCA_022690695.1,Anaeromyxobacter sp. SG17
GCA_025215145.1,Dryocola boscaweniae
GCA_025215155.1,Dryocola clanedunensis
GCA_025457545.1,Hallella absiana
GCA_028703265.1,Candidatus Sumerlaeales bacterium
GCA_022637375.1,Bacillus sp. N5-665
GCA_023507705.1,Stappia sp. WLB 29
GCA_022809315.2,Mesosutterella sp. AGMB02718
GCA_022749295.1,Flavobacteriaceae bacterium GSB9
GCA_021556485.1,Oceanobacillus alkalisoli
GCA_022836495.1,Desulforhabdus sp. TSK
GCA_022808535.1,Acinetobacter sp. NIPH1876
GCA_022809355.1,Parabacteroides faecalis
GCA_024362765.1,Alkalihalobacillus sp. LMS6
GCA_024362785.1,Evansella sp. LMS18
GCA_022812285.1,Alkalihalobacillus sp. LMS39
GCA_024362805.1,Salipaludibacillus sp. LMS25
GCA_031142805.1,Streptococcus sp. IsoGale022
GCA_031142795.1,Streptococcus sp. IsoGale021
GCA_031142765.1,Enterococcus sp. IsoGale005
GCA_031142925.1,Enterococcus sp. IsoGale004
GCA_031142955.1,Enterococcus sp. FR212
GCA_031143045.1,Enterococcus sp. FR211
GCA_031142945.1,Enterococcus sp. FR210
GCA_031143105.1,Enterococcus sp. FR209
GCA_031143145.1,Enterococcus sp. FR208
GCA_031143165.1,Enterococcus sp. FR207
GCA_031143205.1,Enterococcus sp. FR206
GCA_031143305.1,Enterococcus sp. FR205
GCA_031143325.1,Enterococcus sp. FR204
GCA_031143345.1,Enterococcus sp. FR203
GCA_031143385.1,Enterococcus sp. FR202
GCA_031143435.1,Enterococcus sp. FR192
GCA_031143475.1,Enterococcus sp. FR191
GCA_031143485.1,Enterococcus sp. FR180
GCA_031143645.1,Staphylococcus sp. FR179
GCA_031143655.1,Enterococcus sp. FR169
GCA_031143695.1,Enterococcus sp. FR165
GCA_031143745.1,Enterococcus sp. FR159
GCA_031143855.1,Enterococcus sp. FR143
GCA_031143865.1,Enterococcus sp. FR133
GCA_031143985.1,Enterococcus sp. FR128
GCA_031143955.1,Staphylococcus sp. FR124
GCA_031144145.1,Enterococcus sp. FR112
GCA_031144105.1,Enterococcus sp. FR111
GCA_031144155.1,Enterococcus sp. FR088
GCA_031144215.1,Enterococcus sp. FR068
GCA_031144325.1,Enterococcus sp. FR063
GCA_031144365.1,Enterococcus sp. FR062
GCA_031144375.1,Enterococcus sp. FR042
GCA_031144415.1,Staphylococcus sp. FR041
GCA_031144455.1,Enterococcus sp. FR036
GCA_031144485.1,Enterococcus sp. FR018
GCA_031144525.1,Enterococcus sp. FR008
GCA_023927185.1,Enterobacter sp. JH607
GCA_023927215.1,Enterobacter sp. JH601
GCA_022631155.1,Sphingomonas sp. WKB10
GCA_022549695.1,Belliella calami
GCA_022549775.1,Belliella filtrata
GCA_022549325.1,Acinetobacter sp. NIPH 605
GCA_022549355.1,Acinetobacter sp. NIPH 2699
GCA_022549375.1,Acinetobacter sp. NIPH 2024
GCA_022549395.1,Acinetobacter sp. NIPH 2023
GCA_022549415.1,Acinetobacter sp. NIPH 1958
GCA_022549575.1,Acinetobacter sp. NIPH 1869
GCA_022549455.1,Acinetobacter sp. NIPH 1852
GCA_022549435.1,Acinetobacter sp. ANC 5659
GCA_022549475.1,Acinetobacter sp. ANC 5442
GCA_022549495.1,Acinetobacter sp. ANC 4805
GCA_022549515.1,Acinetobacter sp. ANC 3926
GCA_022549545.1,Acinetobacter sp. ANC 3882
GCA_022549535.1,Acinetobacter sp. ANC 3787
GCA_022549275.1,Aeromonas sp. MR19
GCA_022549315.1,Aeromonas sp. MR16
GCA_022549295.1,Aeromonas sp. MR7
GCA_022549155.1,Lactiplantibacillus sp. ME-2
GCA_023845525.1,Sinobaca sp. H24
GCA_023920705.1,Acinetobacter sp. XS-4
GCA_022605325.1,Raoultella sp. HC6
GCA_022678525.1,Serratia sp. PGPR-27
GCA_023380225.1,Apilactobacillus apisilvae
GCA_023380245.1,Bombilactobacillus thymidiniphilus
GCA_023380265.1,Bombilactobacillus folatiphilus
GCA_016618195.1,Providencia manganoxydans
GCA_027956535.1,Lactococcus intestinalis
GCA_022557375.1,Shewanella sp. MM_2022_3
GCA_022655595.1,Ignatzschineria rhizosphaerae
GCA_022809125.1,Variovorax terrae
GCA_022809115.1,Pedobacter montanisoli
GCA_024539665.1,Arthrobacter sp. STN4
GCA_022699385.1,Streptomyces tubbatahanensis
GCA_022539275.1,Pseudoxanthomonas sp. LH2527
GCA_015913025.1,Bacillus toyonensis biovar Thuringiensis
GCA_023927205.1,Enterobacter sp. JH586
GCA_023927245.1,Enterobacter sp. JH582
GCA_023927285.1,Enterobacter sp. JH569
GCA_023927165.1,Enterobacter sp. JH539
GCA_023927445.1,Enterobacter sp. JH536
GCA_023927385.1,Enterobacter sp. JH513
GCA_023927345.1,Enterobacter sp. JH25
GCA_023927395.1,Enterobacter sp. JH23
GCA_023927465.1,Enterobacter sp. JH8
GCA_022808955.1,Anaerococcus sp. AGMB09787
GCA_022524345.1,Streptomyces marispadix
GCA_022808985.1,Geotalea sp. SG265
GCA_022808915.1,Fundidesulfovibrio terrae
GCA_022808935.1,Geothrix sp. SG200
GCA_026016405.1,Bifidobacterium sp. SKU
GCA_026016425.1,Bifidobacterium sp. TKU
GCA_026016385.1,Bifidobacterium sp. FKU
GCA_029522095.1,Priestia sp. Y58
GCA_022538095.1,Puniceicoccaceae bacterium K14
GCA_022808855.1,Anaeromyxobacter sp. SG29
GCA_022808885.1,Geothrix alkalitolerans
GCA_022808835.1,Geothrix sp. SG198
GCA_022808815.1,Geothrix paludis
GCA_022808865.1,Geothrix oryzisoli
GCA_022808775.1,Geothrix terrae
GCA_022808755.1,Geothrix sp. SG178
GCA_022808725.1,Geothrix sp. SG164
GCA_022808715.1,Fundidesulfovibrio agrisoli
GCA_022808695.1,Fundidesulfovibrio soli
GCA_022808675.1,Parabacteroides sp. FAFU027
GCA_022808785.1,Bacillus litorisediminis
GCA_022808615.1,Bacillus sp. FJAT-47783
GCA_022548915.1,Verrucomicrobiaceae bacterium E54
GCA_024359525.1,Paracoccus albicereus
GCA_024494435.1,Alcanivorax sp. MM125-6
GCA_022496245.1,Bacillus sp. 1006-3
GCA_022538115.1,Cognataquiflexum rubidum
GCA_022538055.1,Cognataquiflexum nitidum
GCA_030163865.1,Kamptonema cortianum
GCA_030285445.1,Oscillatoria amoena NRMC-F 0135
GCA_030285425.1,Geitlerinema calcuttense NRMC-F 0142
GCA_028284635.1,Pelagicoccus sp.
GCA_023630685.1,Caballeronia sp. AAUFL_F2_KS46
GCA_023630705.1,Caballeronia sp. GAFFF1
GCA_023630725.1,Caballeronia sp. ATUFL_M1_KS5A
GCA_023630765.1,Caballeronia sp. ATUFL_F2_KS9A
GCA_023630785.1,Caballeronia sp. ASUFL_F1_KS2A
GCA_023630745.1,Caballeronia sp. ASUFL_M2_KS1A
GCA_023630825.1,Caballeronia sp. AAUFL_F3_KS11A
GCA_023630805.1,Caballeronia sp. ASUFL_F2_KS49
GCA_023630935.1,Caballeronia sp. ASUFL_F2_KS48
GCA_023630845.1,Caballeronia sp. AAUFL_F1_KS47
GCA_023630865.1,Caballeronia sp. AAUFL_F1_KS45
GCA_023630885.1,Caballeronia sp. ASUFL_M1_KS38
GCA_023630905.1,Caballeronia sp. ATUFL_F1_KS4A
GCA_023630965.1,Caballeronia sp. ATUFL_M2_KS44
GCA_023630985.1,Caballeronia sp. ATUFL_F1_KS39
GCA_023630925.1,Caballeronia sp. ATUFL_F2_KS42
GCA_023631005.1,Caballeronia sp. GAWG2-4
GCA_023631025.1,Caballeronia sp. GACF4
GCA_023631045.1,Caballeronia sp. AZ7_KS35
GCA_023631065.1,Caballeronia sp. GAOx1
GCA_023631085.1,Caballeronia sp. INML1
GCA_023631125.1,Caballeronia sp. GAFFF3
GCA_023631145.1,Caballeronia sp. NCF4
GCA_023631105.1,Caballeronia sp. AZ10_KS36
GCA_023631165.1,Caballeronia sp. AZ1_KS37
GCA_023631185.1,Caballeronia sp. NCTM5
GCA_023631205.1,Caballeronia sp. NCF2
GCA_023631225.1,Caballeronia sp. NCTM1
GCA_023631265.1,Caballeronia sp. INML3
GCA_023631245.1,Caballeronia sp. INSB1
GCA_023631285.1,Caballeronia sp. INML5
GCA_023631305.1,Caballeronia sp. INML3B
GCA_023631365.1,Caballeronia sp. INML2
GCA_023631325.1,Caballeronia sp. INDeC2
GCA_023631385.1,Caballeronia sp. GACF5
GCA_023631345.1,Caballeronia sp. GAWG2-2
GCA_023631405.1,Caballeronia sp. GAWG2-1
GCA_023631445.1,Caballeronia sp. GAWG1-5s-s
GCA_023631465.1,Caballeronia sp. GAWG1-1
GCA_023631485.1,Caballeronia sp. GAFFF2
GCA_023631425.1,Caballeronia sp. GaOx3
GCA_022538185.1,Microbacterium sp. CFH 31415
GCA_022809335.1,Streptomyces sp. PBSH9
GCA_022602565.1,Rosenbergiella metrosideri
GCA_021307325.1,Peptoniphilus sp. GNH
GCA_022513585.1,Gordonia sp. ABSL49_1
GCA_022488005.1,Ochrobactrum sp. A-1
GCA_022488405.1,Chryseobacterium sp. Y16C
GCA_022513565.1,Streptomyces sp. CME 23
GCA_032926325.1,Aestuariibaculum lutulentum
GCA_023539285.1,Enterococcus sp. LX10
GCA_029541985.1,Bacteroidales bacterium F22
GCA_030159055.1,Acidovorax sp. SUPP3334
GCA_030159015.1,Acidovorax sp. SUPP3434
GCA_030158995.1,Acidovorax sp. SUPP2825
GCA_030158975.1,Acidovorax sp. SUPP2539
GCA_029991385.1,Cobetia sp. BMC6
GCA_030015165.1,Halomonas sp. BMC7
GCA_024195285.1,Aurantimonas marianensis
GCA_028067415.1,Synechococcus sp. H1_metabat_bins_2.tsv.006
GCA_022533585.1,Pseudomonas sp. LS.1a
GCA_022570735.2,Gramella oceanisediminis
GCA_022487945.1,Halomonas flagellata
GCA_022576075.2,Erythrobacter sp. LQ02-29
GCA_022436665.1,Stenotrophomonas sp. Y6
GCA_022867795.2,Chitinophaga horti
GCA_024637875.1,Vagococcus luciliae
GCA_022662555.1,Bacillus cereus group sp. BfR-BA-01538
GCA_022662595.1,Bacillus cereus group sp. BfR-BA-01524
GCA_022662615.1,Bacillus cereus group sp. BfR-BA-01523
GCA_022662635.1,Bacillus cereus group sp. BfR-BA-01522
GCA_022662645.1,Bacillus cereus group sp. BfR-BA-01521
GCA_022662685.1,Bacillus cereus group sp. BfR-BA-01518
GCA_022662675.1,Bacillus cereus group sp. BfR-BA-01517
GCA_022662755.1,Bacillus cereus group sp. BfR-BA-01516
GCA_022662735.1,Bacillus cereus group sp. BfR-BA-01511
GCA_022662715.1,Bacillus cereus group sp. BfR-BA-01496
GCA_022662775.1,Bacillus cereus group sp. BfR-BA-01495
GCA_022662795.1,Bacillus cereus group sp. BfR-BA-01494
GCA_022662815.1,Bacillus cereus group sp. BfR-BA-01492
GCA_022662835.1,Bacillus cereus group sp. BfR-BA-01491
GCA_022662845.1,Bacillus cereus group sp. BfR-BA-01490
GCA_022662875.1,Bacillus cereus group sp. BfR-BA-01489
GCA_022662895.1,Bacillus cereus group sp. BfR-BA-01455
GCA_022662925.1,Bacillus cereus group sp. BfR-BA-01454
GCA_022662915.1,Bacillus cereus group sp. BfR-BA-01453
GCA_022662955.1,Bacillus cereus group sp. BfR-BA-01451
GCA_022662975.1,Bacillus cereus group sp. BfR-BA-01449
GCA_022663005.1,Bacillus cereus group sp. BfR-BA-01448
GCA_022662995.1,Bacillus cereus group sp. BfR-BA-01447
GCA_022663035.1,Bacillus cereus group sp. BfR-BA-01446
GCA_022663055.1,Bacillus cereus group sp. BfR-BA-01445
GCA_022663075.1,Bacillus cereus group sp. BfR-BA-01441
GCA_022663135.1,Bacillus cereus group sp. BfR-BA-01431
GCA_022663115.1,Bacillus cereus group sp. BfR-BA-01430
GCA_022663095.1,Bacillus cereus group sp. BfR-BA-01428
GCA_022663155.1,Bacillus cereus group sp. BfR-BA-01427
GCA_022663175.1,Bacillus cereus group sp. BfR-BA-01426
GCA_022663195.1,Bacillus cereus group sp. BfR-BA-01425
GCA_022663215.1,Bacillus cereus group sp. BfR-BA-01424
GCA_022663235.1,Bacillus cereus group sp. BfR-BA-01423
GCA_022663255.1,Bacillus cereus group sp. BfR-BA-01422
GCA_022663275.1,Bacillus cereus group sp. BfR-BA-01409
GCA_022663305.1,Bacillus cereus group sp. BfR-BA-01408
GCA_022663335.1,Bacillus cereus group sp. BfR-BA-01403
GCA_022663295.1,Bacillus cereus group sp. BfR-BA-01402
GCA_022663355.1,Bacillus cereus group sp. BfR-BA-01400
GCA_022663375.1,Bacillus cereus group sp. BfR-BA-01399
GCA_022663415.1,Bacillus cereus group sp. BfR-BA-01395
GCA_022663395.1,Bacillus cereus group sp. BfR-BA-01394
GCA_022663435.1,Bacillus cereus group sp. BfR-BA-01393
GCA_022663445.1,Bacillus cereus group sp. BfR-BA-01392
GCA_022663485.1,Bacillus cereus group sp. BfR-BA-01391
GCA_022663495.1,Bacillus cereus group sp. BfR-BA-01383
GCA_022663475.1,Bacillus cereus group sp. BfR-BA-01382
GCA_022663555.1,Bacillus cereus group sp. BfR-BA-01381
GCA_022663535.1,Bacillus cereus group sp. BfR-BA-01380
GCA_022663605.1,Bacillus cereus group sp. BfR-BA-01379
GCA_022663575.1,Bacillus cereus group sp. BfR-BA-01361
GCA_022663595.1,Bacillus cereus group sp. BfR-BA-01360
GCA_022663655.1,Bacillus cereus group sp. BfR-BA-01358
GCA_022663635.1,Bacillus cereus group sp. BfR-BA-01356
GCA_022663675.1,Bacillus cereus group sp. BfR-BA-01355
GCA_022663735.1,Bacillus cereus group sp. BfR-BA-01354
GCA_022663685.1,Bacillus cereus group sp. BfR-BA-01353
GCA_022663715.1,Bacillus cereus group sp. BfR-BA-01352
GCA_022663755.1,Bacillus cereus group sp. BfR-BA-01351
GCA_022663775.1,Bacillus cereus group sp. BfR-BA-01350
GCA_022663795.1,Bacillus cereus group sp. BfR-BA-01349
GCA_022663815.1,Bacillus cereus group sp. BfR-BA-01348
GCA_022663835.1,Bacillus cereus group sp. BfR-BA-01347
GCA_022663855.1,Bacillus cereus group sp. BfR-BA-01346
GCA_022663875.1,Bacillus cereus group sp. BfR-BA-01345
GCA_022663915.1,Bacillus cereus group sp. BfR-BA-01331
GCA_022663885.1,Bacillus cereus group sp. BfR-BA-01330
GCA_022663925.1,Bacillus cereus group sp. BfR-BA-01329
GCA_022663955.1,Bacillus cereus group sp. BfR-BA-01328
GCA_022663975.1,Bacillus cereus group sp. BfR-BA-01327
GCA_022663985.1,Bacillus cereus group sp. BfR-BA-01326
GCA_022664015.1,Bacillus cereus group sp. BfR-BA-01325
GCA_022664035.1,Bacillus cereus group sp. BfR-BA-01324
GCA_022664055.1,Bacillus cereus group sp. BfR-BA-01323
GCA_022664075.1,Bacillus cereus group sp. BfR-BA-01322
GCA_022664085.1,Bacillus cereus group sp. BfR-BA-01321
GCA_022664115.1,Bacillus cereus group sp. BfR-BA-01319
GCA_022664155.1,Bacillus cereus group sp. BfR-BA-01318
GCA_022664135.1,Bacillus cereus group sp. BfR-BA-01317
GCA_022664195.1,Bacillus cereus group sp. BfR-BA-01316
GCA_022664215.1,Bacillus cereus group sp. BfR-BA-01315
GCA_022664255.1,Bacillus cereus group sp. BfR-BA-01314
GCA_022664225.1,Bacillus cereus group sp. BfR-BA-01313
GCA_022664265.1,Bacillus cereus group sp. BfR-BA-01312
GCA_022664295.1,Bacillus cereus group sp. BfR-BA-01311
GCA_022664325.1,Bacillus cereus group sp. BfR-BA-01310
GCA_022664315.1,Bacillus cereus group sp. BfR-BA-01309
GCA_009663685.2,Cupriavidus sp. U2
GCA_030128465.1,Klebsiella sp. K6-123-1
GCA_030128475.1,Klebsiella sp. K5-233
GCA_030128525.1,Klebsiella sp. K5-229
GCA_030128545.1,Klebsiella sp. K5-222
GCA_030128025.1,Klebsiella sp. K5-212
GCA_030128085.1,Klebsiella sp. K5-210
GCA_030128585.1,Klebsiella sp. K5-204
GCA_030128565.1,Klebsiella sp. K5-175
GCA_030128725.1,Klebsiella sp. K5-122
GCA_030128115.1,Klebsiella sp. K5-76
GCA_030128605.1,Klebsiella sp. K5-45
GCA_030128105.1,Klebsiella sp. K5-1
GCA_030128625.1,Klebsiella sp. K4-188
GCA_030128145.1,Klebsiella sp. K4-180
GCA_030128185.1,Klebsiella sp. K4-172
GCA_030128215.1,Klebsiella sp. K4-170
GCA_030128645.1,Klebsiella sp. K4-154
GCA_030128205.1,Klebsiella sp. K4-136
GCA_030128245.1,Klebsiella sp. K4-130
GCA_030128665.1,Klebsiella sp. K4-74
GCA_030128685.1,Klebsiella sp. K4-50
GCA_030128705.1,Klebsiella sp. K4-44
GCA_030128735.1,Klebsiella sp. K4-41
GCA_030128765.1,Klebsiella sp. K4-38
GCA_030128785.1,Klebsiella sp. K4-32
GCA_022761035.1,Microbacterium sp. SS28
GCA_022760995.1,Dyella sedimenti
GCA_022761015.1,Humibacter sp. RRB41
GCA_031570575.1,Pseudomonas sp. JL3
GCA_031570495.1,Pseudomonas sp. JL2
GCA_022436485.1,Agrococcus sp. ARC_14
GCA_023952485.1,Cupriavidus sp. WGtm5
GCA_023952535.1,Herbaspirillum sp. WGmk3
GCA_023952475.1,Cupriavidus sp. WGlv3
GCA_022664765.1,Helicobacter sp. CaF467b
GCA_022601685.1,Acinetobacter sedimenti
GCA_022601715.1,Acinetobacter sp. A7.4
GCA_022601675.1,Ancylobacter gelatini
GCA_022601735.1,Atopomonas sediminilitoris
GCA_022601975.1,Pontibacter sp. E15-1
GCA_030369675.1,Rhizobium sp. SSM4.3
GCA_022601875.1,Chryseobacterium sp. SSA4.19
GCA_022601895.1,Sphingomonas sp. LaA6.9
GCA_022601905.1,Shinella sedimenti
GCA_008370345.1,Marinobacter salinexigens
GCA_024172705.1,Candidatus Comchoanobacter bicostacola
GCA_024259865.1,Candidatus Synchoanobacter obligatus
GCA_022436705.1,Nocardioides sp. CFH 31398
GCA_022492935.1,Massilia sp. MB5
GCA_030710545.1,Vibrio sp. AH4
GCA_022484835.1,Shewanella sp. 3B26
GCA_026008515.1,Lolliginicoccus levis
GCA_020621985.1,Candidatus Ferrigenium altingense
GCA_019449635.1,Candidatus Ferrigenium bremense
GCA_019449655.1,Candidatus Ferrigenium straubiae
GCA_022761115.1,Dyella sp. RRB7
GCA_022761125.1,Nocardioides sp. SR21
GCA_022760965.1,Acidovorax sp. W1-6
GCA_022808595.1,Microvirga solisilvae
GCA_023093815.1,Pseudomonas sp. PNPG3
GCA_027854595.1,Acinetobacter sp. AOR44_HL
GCA_027854635.1,Acinetobacter sp. AOR43_HL
GCA_027854615.1,Acinetobacter sp. AOR42_HL
GCA_027854645.1,Acinetobacter sp. AOR41_HL
GCA_027854675.1,Acinetobacter sp. AOR40_HL
GCA_027854695.1,Acinetobacter sp. AOR39_HL
GCA_027854715.1,Acinetobacter sp. AOR38_HL
GCA_027854795.1,Acinetobacter sp. AOR34_HL
GCA_027854855.1,Acinetobacter sp. AOR33_HL
GCA_027854825.1,Acinetobacter sp. AOR31_HL
GCA_027855145.1,Acinetobacter sp. AOR18_HL
GCA_027855195.1,Acinetobacter sp. AOR15_HL
GCA_027855175.1,Acinetobacter sp. AOR14_HL
GCA_027855275.1,Acinetobacter sp. AOR12_HL
GCA_027855215.1,Acinetobacter sp. AOR11_HL
GCA_027239995.1,Acinetobacter sp. AOR07_HL
GCA_027855455.1,Acinetobacter sp. AOR01_HL
GCA_022479115.1,Amycolatopsis sp. EV170708-02-1
GCA_022448615.1,Trichodesmium sp. ALOHA_ZT_67
GCA_022447305.1,Prochlorococcus sp. ALOHA_ZT_50
GCA_022450905.1,Prochlorococcus sp. ALOHA_A2.0_51
GCA_022450945.1,Prochlorococcus sp. ALOHA_A2.0_50
GCA_024197615.1,Desulfuromonas sp. KJ2020
GCA_024197625.1,Shewanella sp. KJ2020
GCA_031729055.1,Thermosynechococcaceae cyanobacterium BACA0444
GCA_030067835.1,Lachnospiraceae bacterium BP5G
GCA_026795475.1,Bacillus sp. T9C1
GCA_026796395.1,Bacillus sp. T17B1
GCA_026788435.1,Bacillus sp. S20C3
GCA_026790065.1,Bacillus sp. N13C7
GCA_026790125.1,Bacillus sp. N12A5
GCA_026792545.1,Bacillus sp. S17B2
GCA_026792925.1,Bacillus sp. S10C12M
GCA_022427965.1,Fredinandcohnia sp. SECRCQ15
GCA_032271945.1,Paenibacillus sp. MBLB1832
GCA_032268605.1,Paenibacillus sp. MBLB1776
GCA_022385295.1,Thermus sp. NEB1569
GCA_002968995.1,Photorhabdus hindustanensis
GCA_024496245.1,Sphingomonas qomolangmaensis
GCA_029439455.1,Caballeronia sp. BR00000012568055
GCA_029439655.1,Caballeronia sp. BR0000009955950
GCA_029439495.1,Caballeronia sp. BR6202001590007
GCA_029439525.1,Caballeronia sp. BR6202001591004
GCA_024266725.1,Alcaligenes sp. NLF5-7
GCA_022359915.1,Stenotrophomonas sp. NLF4-10
GCA_022359935.1,Aquamicrobium sp. NLF2-7
