GCA_900327555.1,Cowpox virus
GCA_000913555.1,Mycobacterium phage Dylan
GCA_000912455.1,Mycobacterium phage Contagion
GCA_002597965.1,Mycobacterium phage Medusa
GCA_002598525.1,Mycobacterium phage Shrimp
GCA_000910795.1,Mycobacterium phage Crossroads
GCA_000910875.1,Parvovirus NIH-CQV
GCA_000912935.1,Vibrio phage VPUSM 8
GCA_000910175.1,Grapevine satellite virus
GCA_000908815.1,Stenotrophomonas phage SMA7
GCA_000921855.1,Fruit bat alphaherpesvirus 1
GCA_000916795.1,Apricot vein clearing associated virus
GCA_000912275.1,American bat vesiculovirus TFFN-2013
GCA_031155475.1,Lake Sinai virus 4
GCA_000908835.1,Human cyclovirus VS5700009
GCA_000909415.1,Nilaparvata lugens honeydew virus-2
GCA_000910275.1,Nilaparvata lugens honeydew virus-3
GCA_031579035.1,Ustilaginoidea virens partitivirus
GCA_031155485.1,Sapovirus Hu/G1/BE-HPI01/DE/2012
GCA_000919735.1,Circo-like virus-Brazil hs1
GCA_003985525.1,Circo-like virus-Brazil hs2
GCA_000923335.1,Peridroma alphabaculovirus
GCA_002625225.1,Stenotrophomonas phage SMA6
GCA_000908995.1,Staphylococcus phage SA12
GCA_003178895.1,Human papillomavirus 174
GCA_000926595.1,Niakha virus
GCA_000923835.1,Cyclovirus VN
GCA_000913255.1,Pseudomonas phage PAK_P2
GCA_002662535.1,Rotavirus A human-wt/USA/LB1562/2010/G9P4
GCA_000911655.1,Pandoravirus dulcis
GCA_000911955.1,Pandoravirus salinus
GCA_002146085.1,Goose astrovirus
GCA_000917075.1,Sulfolobus monocaudavirus SMV1
GCA_002623265.1,Enterococcus phage IMEEF1
GCA_001042115.1,Yersinia phage PST
GCA_000908095.1,Ralstonia phage RSS30
GCA_000909595.1,Thermus phage phi OH2
GCA_000914255.1,Castor canadensis papillomavirus 1
GCA_000910355.1,Thin paspalum asymptomatic virus
GCA_031155495.1,Parvo-like hybrid virus UC1
GCA_000907855.1,Sclerotinia sclerotiorum endornavirus 1
GCA_000919715.1,Fur seal faeces associated circular DNA virus
GCA_000926255.2,Leptopilina boulardi Toti-like virus
GCA_000910575.1,Ralstonia phage RSS20
GCA_001885465.1,Guereza hepacivirus
GCA_000911075.1,Mycobacterium phage Adawi
GCA_000912715.2,Mycobacterium phage Bane1
GCA_002603825.1,Mycobacterium phage Bane2
GCA_000913775.1,Mycobacterium phage Fredward
GCA_001505835.2,Mycobacterium phage Anubis
GCA_000912695.1,Mycobacterium phage PhrostyMug
GCA_002603845.1,Mycobacterium phage SargentShorty9
GCA_000911035.1,Mycobacterium phage Quink
GCA_031155505.1,Avian nephritis virus
GCA_022671885.1,Fowl adenovirus
GCA_001023565.1,Sinorhizobium phage phiM12
GCA_000910715.1,Mycobacterium phage DrDrey
GCA_001041895.1,Proteus phage PM16
GCA_002603865.1,Pseudoalteromonas phage HM1
GCA_002603885.1,Pseudoalteromonas phage HP1
GCA_002603905.1,Pseudoalteromonas phage HS1
GCA_002603925.1,Pseudoalteromonas phage HS2
GCA_002603945.1,Pseudoalteromonas phage HS5
GCA_002603965.1,Pseudoalteromonas phage HS6
GCA_002603985.1,Bacillus phage proCM3
GCA_000916355.1,Bacillus phage phiCM3
GCA_000927355.1,Caulobacter phage Cr30
GCA_001505175.1,Microcystis phage MaMV-DC
GCA_000923615.1,Anabaena phage A-4L
GCA_000912255.1,Enterobacteria phage fiAA91-ss
GCA_002755895.1,Mycobacterium phage ABCat
GCA_002219685.1,Lettuce necrotic leaf curl virus
GCA_002604005.1,Pseudoalteromonas phage TW1
GCA_002823205.1,Pouzolzia mosaic Guangdong virus
GCA_000909795.1,Hemileuca sp. nucleopolyhedrovirus
GCA_031155515.1,Choristoneura occidentalis alphabaculovirus
GCA_002825665.1,Hypericum japonicum associated circular DNA virus
GCA_031155525.1,Coronavirus Neoromicia/PML-PHE1/RSA/2011
GCA_000909835.1,Brazoran virus
GCA_003726615.1,Insectomime virus
GCA_000911755.1,Rangifer tarandus papillomavirus 2
GCA_008777255.1,Pigeon mesivirus 2
GCA_031155535.1,Norovirus Hu/GII.4/Guangzhou/GZ2010-L88/CHN/2011
GCA_031155545.1,Norovirus Hu/GII.4/Guangzhou/GZ2010-L91/CHN/2011
GCA_008776855.1,Feline kobuvirus
GCA_000927715.1,Circoviridae 1 LDMD-2013
GCA_000928715.1,Bacillariodnavirus LDMD-2013
GCA_000930395.1,Circoviridae 2 LDMD-2013
GCA_000929755.1,Circoviridae 3 LDMD-2013
GCA_000927835.1,Circoviridae 4 LDMD-2013
GCA_000927755.1,Circoviridae 5 LDMD-2013
GCA_000928735.1,Circoviridae 6 LDMD-2013
GCA_000927815.1,Circoviridae 7 LDMD-2013
GCA_000930375.1,Circoviridae 8 LDMD-2013
GCA_000929735.1,Circoviridae 9 LDMD-2013
GCA_000928695.1,Circoviridae 10 LDMD-2013
GCA_000927795.1,Circoviridae 11 LDMD-2013
GCA_003986385.1,Circoviridae 12 LDMD-2013
GCA_000930355.1,Circoviridae 13 LDMD-2013
GCA_000929715.1,Circoviridae 14 LDMD-2013
GCA_000928675.1,Circoviridae 15 LDMD-2013
GCA_000927775.1,Circoviridae 16 LDMD-2013
GCA_000930335.1,Circoviridae 17 LDMD-2013
GCA_000929775.1,Circoviridae 18 LDMD-2013
GCA_000929695.1,Circoviridae 19 LDMD-2013
GCA_003986405.1,Circoviridae 20 LDMD-2013
GCA_000928655.1,Circoviridae 21 LDMD-2013
GCA_000924715.1,Boiling Springs Lake RNA-DNA hybrid virus
GCA_031155565.1,Norovirus Hu/GII.12/CGMH38/2010/TW
GCA_031155575.1,Norovirus Hu/GII.12/CGMH39/2010/TW
GCA_031155585.1,Norovirus Hu/GII.12/CGMH40/2010/TW
GCA_031155595.1,Norovirus Hu/GII.12/CGMH41/2010/TW
GCA_031155605.1,Norovirus Hu/GII.12/CGMH42/2010/TW
GCA_006449655.1,Rana catesbeiana virus
GCA_003986365.1,Farfantepenaeus duorarum circovirus
GCA_000909815.1,Grapevine red blotch virus
GCA_000927995.1,Leopards Hill virus
GCA_000913355.1,Blackberry vein banding-associated virus
GCA_000915435.1,Inachis io cypovirus 2
GCA_002829505.1,Green River chinook virus
GCA_000913375.1,Bacillus phage Troll
GCA_027931325.1,Elephant endotheliotropic herpesvirus 5B
GCA_000916915.1,Chaetoceros sp. DNA virus 7
GCA_000911895.1,Hemidesmus yellow mosaic virus
GCA_000909855.1,Mycobacterium phage Wheeler
GCA_000913275.1,Mycobacterium phage Phelemich
GCA_000911795.1,Mycobacterium phage Papyrus
GCA_000913395.1,Mycobacterium phage Goku
GCA_000910775.1,Mycobacterium phage Adzzy
GCA_031155615.1,Norovirus Hu/GI.1/8CKIIIc/1974/USA
GCA_031155625.1,Norovirus Hu/GI.1/8K/1979/USA
GCA_031155635.1,Norovirus Hu/GI.1/8MC/1978/USA
GCA_031155645.1,Norovirus Hu/GI.1/8McIII/1973/USA
GCA_031155655.1,Norovirus Hu/GI.1/8MoIIIL/1972/USA
GCA_031155665.1,Norovirus Hu/GI.1/8UIIIf/1973/USA
GCA_031155675.1,Norovirus Hu/GI.1/8W/1968/USA
GCA_031692045.1,Norovirus Hu/GII.4/NIHIC18.1/2012/USA
GCA_031692005.1,Norovirus Hu/GII.4/NIHIC13/2011/USA
GCA_031692035.1,Norovirus Hu/GII.4/NIHIC27.1/2012/USA
GCA_031692025.1,Norovirus Hu/GII.4/NIHIC17.1/2012/USA
GCA_031692065.1,Norovirus Hu/GII.4/NIHIC17.5/2012/USA
GCA_031692015.1,Norovirus Hu/GII.4/NIHIC1.13/2012/USA
GCA_031692055.1,Norovirus Hu/GII.4/NIHIC28.5/2012/USA
GCA_031691995.1,Norovirus Hu/GII.4/NIHIC28.4/2012/USA
GCA_018594955.1,Sedlec virus
GCA_000913415.1,Bat coronavirus CDPHE15/USA/2006
GCA_002820405.1,Basella alba alphaendornavirus 1
GCA_000914215.1,Tomato leaf curl Gandhinagar virus
GCA_000915235.1,Tomato leaf curl Gandhinagar betasatellite
GCA_031155685.1,Mumps virus genotype G
GCA_031155695.1,Mumps virus genotype F
GCA_000911295.1,Streptococcus phage TP-778L
GCA_002816175.1,Betacoronavirus Erinaceus/VMC/DEU/2012
GCA_000911395.1,Marine gokushovirus
GCA_004787035.2,Pepper leafroll virus
GCA_002378515.1,Heterobasidion partitivirus 7
GCA_009731695.1,Iquitos virus
GCA_023119785.1,Miniopterus schreibersii paramyxovirus
GCA_023119805.1,Ophiostoma mitovirus 1c
GCA_023120035.1,Ophiostoma mitovirus 7
GCA_000929895.1,Cangyuan orthoreovirus
GCA_000910975.1,Feline astrovirus 2
GCA_000930475.1,Faeces associated gemycircularvirus 10
GCA_000929835.1,Faeces associated gemycircularvirus 11
GCA_000928795.1,Faeces associated gemycircularvirus 12
GCA_000930455.1,Faecal-associated gemycircularvirus 1b
GCA_000929815.1,Faecal-associated gemycircularvirus 1c
GCA_000928775.1,Faeces associated gemycircularvirus 2
GCA_003849225.1,Faeces associated gemycircularvirus 4
GCA_000928815.1,Black robin associated gemykibivirus 1
GCA_000927915.1,Blackbird associated gemykibivirus 1
GCA_000911575.1,Mycobacterium phage Bruin
GCA_000914075.1,Mycobacterium phage Nala
GCA_000913235.1,Mycobacterium phage PhatBacter
GCA_000926735.1,Bacillus phage CP-51
GCA_000922475.1,Pseudomonas phage MP48
GCA_000924215.1,Escherichia phage vB_EcoP_PhAPEC7
GCA_000926115.1,Escherichia phage vB_EcoM_PhAPEC2
GCA_000915095.1,Escherichia phage 4MG
GCA_000915115.1,Mycobacterium phage Artemis2UCLA
GCA_000915075.1,Mycobacterium phage CloudWang3
GCA_000913215.1,Mycobacterium phage Conspiracy
GCA_000914115.1,Mycobacterium phage Graduation
GCA_000914035.1,Mycobacterium phage Zaka
GCA_002149665.1,Phormidium phage MIS-PhV1A
GCA_002149645.1,Phormidium phage MIS-PhV1B
GCA_000914675.1,Edwardsiella phage eiAU-183
GCA_000924255.1,Bufavirus-3
GCA_000911995.1,Tomato mottle mosaic virus
GCA_000910955.1,Tomato yellow leaf curl Saudi virus
GCA_000916975.1,Streptococcus phage 20617
GCA_000913435.1,Sweet potato leaf curl Shanghai virus
GCA_000914155.1,Butcherbird polyomavirus
GCA_008777065.1,Ferret kobuvirus
GCA_002118445.1,Ferret parechovirus
GCA_006465445.1,Cannes 8 virus
GCA_031155705.1,Mumps virus genotype D
GCA_031155715.1,Mumps virus genotype H
GCA_031155725.1,Mumps virus genotype A
GCA_031155735.1,Mumps virus genotype B
GCA_031155745.1,Grapevine redleaf-associated virus
GCA_031155755.1,Parvo-like hybrid virus UC11
GCA_031155765.1,Parvo-like hybrid virus UC4
GCA_031155775.1,Parvo-like hybrid virus UC9
GCA_000922515.1,Escherichia phage vB_EcoP_PhAPEC5
GCA_002867455.1,Cotton chlorotic spot virus
GCA_031155785.1,Rubella virus genotype 1G
GCA_031087335.1,Okra leaf curl betasatellite-[India:Mau:2012]
GCA_000869485.1,Tomato leaf curl Karnataka betasatellite
GCA_031087345.1,Tomato leaf curl betasatellite-[India:Surat:2012]
GCA_031087355.1,Tomato leaf curl betasatellite-[India:Valsad:2012]
GCA_031778415.1,Chilli leaf curl virus-India [Anand:Tomato:2012]
GCA_031778425.1,Okra leaf curl virus-[India:Mau:2012]
GCA_031778445.1,Tomato leaf curl Gujarat virus-[India:Surat:2012]
GCA_031778455.1,Tomato leaf curl Gujarat virus-[India:Valsad:2012]
GCA_000910995.1,Eel picornavirus 1
GCA_006465465.1,Andrias davidianus ranavirus
GCA_000912755.1,Felis catus papillomavirus 4
GCA_031155795.1,Sapovirus GI.1
GCA_031155805.1,Sapovirus GI.2
GCA_031550555.1,Lisianthus necrotic ringspot virus
GCA_000916595.1,Anopheline-associated C virus
GCA_031155815.1,Duck Tembusu virus
GCA_000911115.1,African elephant polyomavirus 1
GCA_000920475.1,Pectobacterium phage PM1
GCA_000913855.1,Lactobacillus phage phiJB
GCA_000912975.1,Lactobacillus phage phiLdb
GCA_000912915.1,Staphylococcus phage YMC/09/04/R1988
GCA_003028975.1,pigeon mesivirus 1
GCA_031155825.1,Chickpea chlorotic dwarf virus D
GCA_031155835.1,Galidia ERV
GCA_031155845.1,Duck infectious anemia virus
GCA_002118085.1,Bowe virus
GCA_000914975.1,Donkey orchid symptomless virus
GCA_003991745.2,Thermus phage phiFa
GCA_002817215.1,Fathead minnow picornavirus
GCA_000914995.1,Burkholderia phage JG068
GCA_031155855.1,Sapovirus pig/Gansu/CH430/2012/CHN
GCA_031155865.1,Avian leukosis virus ev/J
GCA_001654405.1,Avian paramyxovirus goose/Shimane/67/2000
GCA_002595145.1,Brucella phage F1
GCA_031778465.1,Ramie yellow mosaic virus
GCA_000914555.1,Erwinia phage PhiEaH1
GCA_000911455.1,Ralstonia phage RSB3
GCA_000913115.1,Staphylococcus phage phiRS7
GCA_004134065.1,Pleione flower breaking virus
GCA_000912155.1,Acheta domestica mini ambidensovirus
GCA_004790455.1,Botryosphaeria dothidea chrysovirus 1
GCA_000913675.1,Razdan virus
GCA_000913635.1,Murrumbidgee virus
GCA_031578435.1,Salt ash virus
GCA_031155875.1,Norovirus Hu/GI.2/Jingzhou/2013401/CHN
GCA_031155885.1,Norovirus Hu/GII.3/Jingzhou/2013402/CHN
GCA_031155895.1,Norovirus Hu/GII.4/Jingzhou/2013403/CHN
GCA_002604085.1,Thermus phage G20c
GCA_002118925.1,Tai virus
GCA_002119005.1,Kibale virus
GCA_031155905.1,Recombinant Hepatitis C virus J6/JFH1-ED43(NS4A)
GCA_031155915.1,Recombinant Hepatitis C virus J6/JFH1-H77(NS4A)
GCA_031155925.1,Recombinant Hepatitis C virus J6/JFH1-HK6a(NS4A)
GCA_031155935.1,Recombinant Hepatitis C virus J6/JFH1-J4(NS4A)
GCA_031155945.1,Recombinant Hepatitis C virus J6/JFH1-J6(NS4A)
GCA_031155955.1,Recombinant Hepatitis C virus J6/JFH1-QC69(NS4A)
GCA_031155965.1,Recombinant Hepatitis C virus J6/JFH1-SA13(NS4A)
GCA_031155975.1,Recombinant Hepatitis C virus J6/JFH1-TN(NS4A)
GCA_000916495.1,Acinetobacter phage Petty
GCA_000917335.1,Acinetobacter phage Presley
GCA_000912355.1,Bacillus phage BigBertha
GCA_000911315.1,Bacillus phage CampHawk
GCA_000913015.1,Bacillus phage Grass
GCA_000912335.1,Bacillus phage Page
GCA_002604105.1,Bacillus phage poppyseed
GCA_000911355.1,Bacillus phage Pony
GCA_000913795.1,Bacillus phage Slash
GCA_000913815.1,Bacillus phage Spock
GCA_000913835.1,Bacillus phage Staley
GCA_000914735.1,Clavibacter phage CN1A
GCA_000912955.1,Salmonella phage Marshall
GCA_000911335.1,Salmonella phage Maynard
GCA_031155985.1,Norovirus Hu/GII.4/NIHIC35/2013/USA
GCA_031155995.1,Norovirus Hu/GII.4/NIHIC2.2/2010/USA
GCA_031156005.1,Norovirus Hu/GII.4/NIHIC2.3/2010/USA
GCA_031156015.1,Norovirus Hu/GII.4/NIHIC11.3/2013/USA
GCA_031156025.1,Norovirus Hu/GII.4/NIHIC27.2/2012/USA
GCA_031156035.1,Norovirus Hu/GII.4/NIHIC17.8/2013/USA
GCA_031156045.1,Norovirus Hu/GII.4/NIHIC17.9/2013/USA
GCA_031156055.1,Norovirus Hu/GII.4/NIHIC17.6/2012/USA
GCA_031156065.1,Norovirus Hu/GII.4/NIHIC1.16/2012/USA
GCA_000915255.1,Zucchini tigre mosaic virus
GCA_013086235.1,North Creek virus
GCA_000914475.1,Pseudomonas phage TL
GCA_001961415.1,Tomato leaf curl alphasatellite
GCA_000903535.1,Ageratum yellow vein India alphasatellite
GCA_000913735.1,Shigella phage SfIV
GCA_000912295.1,Erwinia phage FE44
GCA_002584865.1,uncultured Mediterranean phage uvMED
GCA_000913695.1,Mesocricetus auratus papillomavirus 1
GCA_000912835.1,Rhizoctonia cerealis alphaendornavirus 1
GCA_000912215.1,Mobuck virus
GCA_000927015.1,Fikirini rhabdovirus
GCA_000912195.1,Turkey aviadenovirus 4
GCA_006444495.1,Turkey aviadenovirus 5
GCA_031156075.1,Canine pneumovirus
GCA_000911175.1,Red clover cryptic virus 1
GCA_000912815.1,Dill cryptic virus 1
GCA_000915495.1,Cronobacter phage Dev2
GCA_000911155.1,Halyomorpha halys virus
GCA_000922715.1,Clostridium phage CDMH1
GCA_000918495.1,Rhizoctonia solani dsRNA virus 2
GCA_000915035.1,Zamilon virus
GCA_000859245.1,Banana streak VN virus
GCA_000916455.1,Lactococcus phage phiL47
GCA_031156085.1,Feline astrovirus Viseu
GCA_004031655.1,Pigeon circovirus
GCA_000911235.1,Tall oatgrass mosaic virus
GCA_002003955.1,Pepper chlorotic spot virus
GCA_000912895.1,Solenopsis invicta densovirus
GCA_000911275.1,Lactobacillus phage J-1
GCA_000916995.1,Rhizobium phage vB_RleS_L338C
GCA_000915775.1,Shigella phage pSb-1
GCA_000915795.1,Vibrio phage SHOU24
GCA_002593005.1,Lactococcus phage SK1833
GCA_000911555.1,Arthrobacter phage vB_ArS-ArV2
GCA_000914435.1,Mycobacterium phage Validus
GCA_000914795.1,Mycobacterium phage Suffolk
GCA_002604125.1,Enterobacteria phage IME_EC2
GCA_000914055.1,Xylella phage Paz
GCA_000913195.1,Xylella phage Prado
GCA_002604145.1,Xylella phage Salvo
GCA_002604165.1,Xylella phage Sano
GCA_000913875.1,Gyrovirus Tu243
GCA_000912415.1,Gyrovirus Tu789
GCA_000908155.1,Ustilaginoidea virens partitivirus 2
GCA_031156105.1,Bat SARS-like coronavirus Rs3367
GCA_031156115.1,Bat SARS-like coronavirus RsSHC014
GCA_031156125.1,Bat SARS-like coronavirus WIV1
GCA_002604185.1,Achromobacter phage JWDelta
GCA_000914775.1,Achromobacter phage JWAlpha
GCA_000916415.1,Klebsiella phage F19
GCA_000917055.1,Enterococcus phage IME_EF3
GCA_003330645.1,Thermus phage T72
GCA_000913895.1,Feline sakobuvirus A
GCA_000912435.1,Yellow tailflower mild mottle virus
GCA_002604205.1,Escherichia phage bV_EcoS_AHP24
GCA_000921675.1,Escherichia phage vB_EcoS_AHP42
GCA_000921635.1,Escherichia phage vB_EcoS_AHS24
GCA_000924195.1,Escherichia phage vB_EcoS_AKS96
GCA_001551625.1,Shigella phage 75/02 Stx
GCA_001507495.1,Lactobacillus phage phi jlb1
GCA_000922575.1,Equine hepacivirus JPN3/JAPAN/2013
GCA_004787055.1,Marine RNA virus SF-2
GCA_031087365.1,Spinach yellow vein betasatellite
GCA_006465485.1,Goatpox virus FZ
GCA_003260795.1,Sea otter poxvirus
GCA_013086555.1,Salanga virus
GCA_018580205.1,Ambrosia asymptomatic virus 1
GCA_000913935.1,Ralstonia phage RSK1
GCA_031156135.1,Eclipta yellow vein virus [India: Lucknow: Andrographis paniculata:2010]
GCA_000911415.1,Feline bocaparvovirus 2
GCA_002830225.1,Siegesbeckia yellow vein betasatellite
GCA_008797475.1,rhinovirus C5
GCA_008792825.1,rhinovirus C15
GCA_031156145.1,rhinovirus C36
GCA_031156155.1,rhinovirus C28
GCA_008797335.1,rhinovirus C19
GCA_031156175.1,rhinovirus C20
GCA_004787295.1,Harp seal herpesvirus
GCA_004787095.1,Marine RNA virus SF-3
GCA_006457465.1,Zoo ranavirus
GCA_000913915.1,Penaeus monodon circovirus VN11
GCA_003179555.1,human papillomavirus 168
GCA_000913075.1,Human papillomavirus 167
GCA_002966415.1,Hirudovirus strain Sangsue
GCA_000915975.1,Anguilla anguilla circovirus
GCA_000913095.1,Yam spherical virus
GCA_002826725.1,Tunisvirus fontaine2
GCA_003328605.1,Emiliania huxleyi virus 145
GCA_003328585.1,Emiliania huxleyi virus 156
GCA_003328545.1,Emiliania huxleyi virus 164
GCA_003328565.1,Emiliania huxleyi virus 18
GCA_023122945.1,Sclerotinia sclerotiorum hypovirus 2
GCA_000914955.1,Cherry leaf scorch small circular viroid-like RNA 1
GCA_000921255.1,Cherry twisted leaf associated virus
GCA_000921215.1,Sierra Nevada virus
GCA_002145785.1,Anjozorobe virus
GCA_000875265.1,Saffold virus 2
GCA_021091095.1,Los Azufres archaeal virus 1
GCA_000925095.1,Carrot Ch virus 2
GCA_000925115.1,Carrot Ch virus 1
GCA_000927615.2,Carrot torradovirus 1
GCA_003071245.1,Beet western yellows virus associated RNA
GCA_000921755.1,Seal anellovirus 3
GCA_000924275.1,Seal anellovirus 2
GCA_013087225.1,Seal parvovirus
GCA_029888435.1,Cassava Torrado-like virus
GCA_001343745.1,Cimodo virus
GCA_000915855.1,Hedyotis yellow mosaic betasatellite
GCA_002822405.1,Hedyotis uncinella yellow mosaic virus
GCA_031087375.1,Cotton leaf curl alphasatellite
GCA_003029015.1,Chilli leaf curl alphasatellite
GCA_000925335.1,Kolente virus
GCA_031156185.1,Mumps virus genotype C
GCA_031085755.1,Diadegma fenestrale ichnovirus
GCA_023156825.1,Upolu virus
GCA_031523245.1,Tibet orbivirus
GCA_003146845.1,Escherichia phage P13803
GCA_003146865.1,Escherichia phage P8983
GCA_003146885.1,Escherichia phage P13771
GCA_003146905.1,Escherichia phage P14437
GCA_000911495.1,Pseudomonas phage phiIBB-PAA2
GCA_000914755.1,Mycobacterium phage EagleEye
GCA_000917295.1,Erwinia phage Ea9-2
GCA_000914635.1,Erwinia phage Ea35-70
GCA_000915695.1,Mycobacterium phage BellusTerra
GCA_002755915.1,Mycobacterium phage Melvin
GCA_000917195.1,Mycobacterium phage Donovan
GCA_001503535.1,Pectobacterium bacteriophage PM2
GCA_000911535.1,Mycobacterium phage Bernardo
GCA_000914015.1,Mycobacterium phage HanShotFirst
GCA_000916435.1,Mycobacterium phage JAMaL
GCA_000915055.1,Mycobacterium phage Jovo
GCA_002603805.1,Mycobacterium phage Mosby
GCA_000911515.1,Mycobacterium phage HufflyPuff
GCA_003571885.1,Methanobacterium virus Drs3
GCA_000919915.2,Escherichia phage vB_EcoM_JS09
GCA_000923935.1,Mirabilis leaf curl virus
GCA_000916715.1,Lamium mild mosaic virus
GCA_002604225.1,Burkholderia phage Bp-AMP1
GCA_001021255.1,Rottboellia yellow mottle virus
GCA_000915875.1,Spinach yellow vein Sikar virus
GCA_000916395.1,Enterococcus phage IME-EF4
GCA_000916195.1,Oenococcus phage phiS11
GCA_000916215.1,Oenococcus phage phiS13
GCA_031156195.1,Norovirus Hu/GII.4/Jiangsu1/2011/CHN
GCA_031156215.1,Norovirus Hu/GII.4/Jiangsu2/2012/CHN
GCA_000915215.1,Formica exsecta virus 1
GCA_000916735.1,Formica exsecta virus 2
GCA_029883535.1,Bottlenose dolphin coronavirus HKU22
GCA_001646555.1,Cervus papillomavirus 2
GCA_001646375.1,Chinstrap penguin adenovirus 2
GCA_002602145.1,Vibrio phage AS51
GCA_000915755.1,Staphylococcus phage vB_SepS_SEP9
GCA_001041535.1,Escherichia phage HY01
GCA_003931495.1,Vibrio phage VP_EVC_2013
GCA_004788635.1,Beluga whale alphaherpesvirus 1
GCA_003330165.1,Nocardia phage NOC1
GCA_003330465.1,Nocardia phage NOC2
GCA_003330445.1,Nocardia phage NOC3
GCA_003330385.1,Salmonella phage KK-2013
GCA_002827025.1,Human papillomavirus 175
GCA_003179575.1,Human papillomavirus 171
GCA_002827005.1,Human papillomavirus 172
GCA_003179595.1,Human papillomavirus 173
GCA_000916755.1,Citrus endogenous pararetrovirus
GCA_013093455.1,Enterovirus A120
GCA_003159115.1,Koyama Hill virus
GCA_000916175.1,Oenococcus phage phi9805
GCA_023120085.1,Sclerotinia sclerotiorum mitovirus 6
GCA_023120095.1,Sclerotinia sclerotiorum mitovirus 7
GCA_001651105.1,Sclerotinia sclerotiorum umbra-like virus 1
GCA_000960965.1,Sclerotinia sclerotiorum negative-stranded RNA virus 3
GCA_000922875.1,Bovine astrovirus
GCA_031158815.1,Aphis glycines virus 1
GCA_000917255.1,Escherichia phage KBNP1711
GCA_000915955.1,Pea yellow stunt virus
GCA_003088995.1,FTLS virus
GCA_002604265.1,Burkholderia phage Bp-AMP2
GCA_002604285.1,Burkholderia phage Bp-AMP4
GCA_001550945.1,Clostridium phage phiCDHM13
GCA_000914695.1,Mycobacterium phage Echild
GCA_000915915.1,Carp picornavirus 1
